INSTITUTION,FULL_FARE,STUDENT,TEACHER,SIXTY_YEARS_OLD,TICKET,CHILD,PERSONNEL,FREE;INSTITUTION;FULL_FARE;STUDENT;TEACHER;SIXTY_YEARS_OLD;TICKET;CHILD;PERSONNEL;FREE
Metro,146317,121214,3248,6529,632,22,9927,58698;Metro;146317;121214;3248;6529;632;22;9927;58698
NOSTALJİK TRAMVAY,77,41,1,0,0,0,0,0;NOSTALJİK TRAMVAY;77;41;1;0;0;0;0;0
Seferihisar Mot. Taş. Kooperat,5439,3669,165,292,4,0,402,4662;Seferihisar Mot. Taş. Kooperat;5439;3669;165;292;4;0;402;4662
Teleferik,73,20,0,1,0,0,0,0;Teleferik;73;20;0;1;0;0;0;0
Tramvay Karşıyaka,12659,8604,324,668,41,1,396,6767;Tramvay Karşıyaka;12659;8604;324;668;41;1;396;6767
Tramvay Konak,39881,29738,1044,1973,122,8,2471,17665;Tramvay Konak;39881;29738;1044;1973;122;8;2471;17665
BİSİM,6,1,0,0,0,0,0,0;BİSİM;6;1;0;0;0;0;0;0
Eshot,272011,182993,3230,12730,340,229,17442,145985;Eshot;272011;182993;3230;12730;340;229;17442;145985
İzban,106721,54381,1709,3317,633,19,4014,36187;İzban;106721;54381;1709;3317;633;19;4014;36187
Izdeniz,22632,9903,426,624,1293,4,460,5566;Izdeniz;22632;9903;426;624;1293;4;460;5566
İZTAŞIT KİRAZ,1005,258,12,19,0,0,13,432;İZTAŞIT KİRAZ;1005;258;12;19;0;0;13;432
Izulas,74256,47128,691,3300,36,79,4185,40250;Izulas;74256;47128;691;3300;36;79;4185;40250
Metro,110121,72549,1917,4328,614,26,4456,37171;Metro;110121;72549;1917;4328;614;26;4456;37171
NOSTALJİK TRAMVAY,136,117,4,6,1,0,5,18;NOSTALJİK TRAMVAY;136;117;4;6;1;0;5;18
Seferihisar Mot. Taş. Kooperat,4674,3217,83,216,4,0,300,2883;Seferihisar Mot. Taş. Kooperat;4674;3217;83;216;4;0;300;2883
Teleferik,115,53,6,4,0,0,0,0;Teleferik;115;53;6;4;0;0;0;0
Tramvay Karşıyaka,10979,7916,268,422,59,0,286,4749;Tramvay Karşıyaka;10979;7916;268;422;59;0;286;4749
Tramvay Konak,28543,19824,638,1083,129,8,1233,11075;Tramvay Konak;28543;19824;638;1083;129;8;1233;11075
BİSİM,4,1,0,0,0,0,0,0;BİSİM;4;1;0;0;0;0;0;0
Eshot,150053,104148,1584,7359,239,126,9681,93752;Eshot;150053;104148;1584;7359;239;126;9681;93752
İzban,59484,31284,845,1873,330,7,2211,20744;İzban;59484;31284;845;1873;330;7;2211;20744
Izdeniz,12719,4853,167,307,789,6,223,2761;Izdeniz;12719;4853;167;307;789;6;223;2761
İZTAŞIT KİRAZ,547,106,9,9,0,0,18,160;İZTAŞIT KİRAZ;547;106;9;9;0;0;18;160
Izulas,39374,25592,345,1804,20,28,2319,24099;Izulas;39374;25592;345;1804;20;28;2319;24099
Metro,46284,33944,714,1656,310,12,1993,15381;Metro;46284;33944;714;1656;310;12;1993;15381
NOSTALJİK TRAMVAY,116,107,3,0,3,0,2,15;NOSTALJİK TRAMVAY;116;107;3;0;3;0;2;15
Seferihisar Mot. Taş. Kooperat,3107,1951,50,156,10,0,157,2136;Seferihisar Mot. Taş. Kooperat;3107;1951;50;156;10;0;157;2136
Teleferik,38,9,0,0,0,0,0,0;Teleferik;38;9;0;0;0;0;0;0
Tramvay Karşıyaka,6067,3812,79,186,23,0,180,2258;Tramvay Karşıyaka;6067;3812;79;186;23;0;180;2258
Tramvay Konak,14182,10407,288,484,52,0,782,5131;Tramvay Konak;14182;10407;288;484;52;0;782;5131
Eshot,374616,334310,7540,19212,310,316,27744,232245;Eshot;374616;334310;7540;19212;310;316;27744;232245
İzban,141431,83514,3111,5161,720,15,6690,56310;İzban;141431;83514;3111;5161;720;15;6690;56310
Izdeniz,26510,10172,452,1017,1202,4,1423,8397;Izdeniz;26510;10172;452;1017;1202;4;1423;8397
İZTAŞIT KİRAZ,1488,436,65,23,0,0,33,486;İZTAŞIT KİRAZ;1488;436;65;23;0;0;33;486
Izulas,86846,74612,1561,4189,49,93,5653,55157;Izulas;86846;74612;1561;4189;49;93;5653;55157
Metro,146242,118020,2904,6531,685,27,9506,59557;Metro;146242;118020;2904;6531;685;27;9506;59557
NOSTALJİK TRAMVAY,50,34,0,3,0,0,0,0;NOSTALJİK TRAMVAY;50;34;0;3;0;0;0;0
Seferihisar Mot. Taş. Kooperat,6081,3476,178,274,2,0,408,4567;Seferihisar Mot. Taş. Kooperat;6081;3476;178;274;2;0;408;4567
Teleferik,0,0,0,0,0,0,0,0;Teleferik;0;0;0;0;0;0;0;0
Tramvay Karşıyaka,11611,7512,290,635,41,0,393,6449;Tramvay Karşıyaka;11611;7512;290;635;41;0;393;6449
Tramvay Konak,35962,25045,938,1811,80,5,2307,16737;Tramvay Konak;35962;25045;938;1811;80;5;2307;16737
BİSİM,2,1,0,0,0,0,0,0;BİSİM;2;1;0;0;0;0;0;0
Eshot,334229,305384,7403,17934,261,251,25968,211877;Eshot;334229;305384;7403;17934;261;251;25968;211877
İzban,118664,69698,2888,4488,465,9,5980,48535;İzban;118664;69698;2888;4488;465;9;5980;48535
Izdeniz,22804,8232,410,975,579,3,1361,7253;Izdeniz;22804;8232;410;975;579;3;1361;7253
İZTAŞIT KİRAZ,1180,401,71,19,0,0,28,455;İZTAŞIT KİRAZ;1180;401;71;19;0;0;28;455
Izulas,76086,67320,1463,3828,26,98,5209,50468;Izulas;76086;67320;1463;3828;26;98;5209;50468
Metro,124162,102160,2820,5843,519,25,8646,53168;Metro;124162;102160;2820;5843;519;25;8646;53168
NOSTALJİK TRAMVAY,70,19,2,5,2,0,0,0;NOSTALJİK TRAMVAY;70;19;2;5;2;0;0;0
Seferihisar Mot. Taş. Kooperat,4964,3020,181,264,3,0,366,4068;Seferihisar Mot. Taş. Kooperat;4964;3020;181;264;3;0;366;4068
Teleferik,58,12,1,1,0,0,0,0;Teleferik;58;12;1;1;0;0;0;0
Tramvay Karşıyaka,10237,6651,228,594,32,0,350,5755;Tramvay Karşıyaka;10237;6651;228;594;32;0;350;5755
Tramvay Konak,32179,21790,963,1722,84,9,2270,15747;Tramvay Konak;32179;21790;963;1722;84;9;2270;15747
BİSİM,3,0,0,0,0,0,0,0;BİSİM;3;0;0;0;0;0;0;0
Eshot,337609,305997,7454,18395,245,28,26125,219505;Eshot;337609;305997;7454;18395;245;28;26125;219505
İzban,122548,71595,3007,4795,445,5,6075,49342;İzban;122548;71595;3007;4795;445;5;6075;49342
Izdeniz,25147,10415,426,1055,590,0,1447,8086;Izdeniz;25147;10415;426;1055;590;0;1447;8086
İZTAŞIT KİRAZ,1301,405,73,11,0,0,34,533;İZTAŞIT KİRAZ;1301;405;73;11;0;0;34;533
Izulas,77108,67467,1506,3993,26,11,5261,52241;Izulas;77108;67467;1506;3993;26;11;5261;52241
Metro,125683,103518,2834,6021,471,10,8690,53199;Metro;125683;103518;2834;6021;471;10;8690;53199
NOSTALJİK TRAMVAY,44,34,0,3,0,0,0,0;NOSTALJİK TRAMVAY;44;34;0;3;0;0;0;0
Seferihisar Mot. Taş. Kooperat,4923,3075,170,265,1,2,377,3999;Seferihisar Mot. Taş. Kooperat;4923;3075;170;265;1;2;377;3999
Teleferik,39,24,0,0,0,0,0,0;Teleferik;39;24;0;0;0;0;0;0
Tramvay Karşıyaka,15508,8820,313,1001,55,0,425,9688;Tramvay Karşıyaka;15508;8820;313;1001;55;0;425;9688
Tramvay Konak,33320,23722,1019,1728,86,2,2193,15908;Tramvay Konak;33320;23722;1019;1728;86;2;2193;15908
BİSİM,5,1,0,0,0,0,0,0;BİSİM;5;1;0;0;0;0;0;0
Eshot,329590,301521,7313,17826,219,22,25928,211507;Eshot;329590;301521;7313;17826;219;22;25928;211507
İzban,119348,70823,2941,4626,537,1,5967,49634;İzban;119348;70823;2941;4626;537;1;5967;49634
Izdeniz,22881,8802,448,1016,651,0,1417,7517;Izdeniz;22881;8802;448;1016;651;0;1417;7517
İZTAŞIT KİRAZ,1237,383,62,21,0,0,27,497;İZTAŞIT KİRAZ;1237;383;62;21;0;0;27;497
Izulas,74569,66551,1500,3831,26,4,5122,49775;Izulas;74569;66551;1500;3831;26;4;5122;49775
Metro,121795,99932,2720,5801,431,2,8522,52691;Metro;121795;99932;2720;5801;431;2;8522;52691
NOSTALJİK TRAMVAY,47,23,0,1,0,0,0,0;NOSTALJİK TRAMVAY;47;23;0;1;0;0;0;0
Seferihisar Mot. Taş. Kooperat,4738,2947,147,240,2,0,367,3836;Seferihisar Mot. Taş. Kooperat;4738;2947;147;240;2;0;367;3836
Teleferik,40,13,0,0,0,0,0,0;Teleferik;40;13;0;0;0;0;0;0
Tramvay Karşıyaka,10704,7009,273,633,24,0,392,6016;Tramvay Karşıyaka;10704;7009;273;633;24;0;392;6016
Tramvay Konak,31970,22815,962,1649,89,3,2221,14941;Tramvay Konak;31970;22815;962;1649;89;3;2221;14941
BİSİM,8,0,0,0,0,0,0,0;BİSİM;8;0;0;0;0;0;0;0
Eshot,329481,293766,7254,17365,267,30,25654,206104;Eshot;329481;293766;7254;17365;267;30;25654;206104
İzban,121232,73792,2957,4502,527,3,5798,47479;İzban;121232;73792;2957;4502;527;3;5798;47479
Izdeniz,23249,9790,448,940,770,2,1365,7194;Izdeniz;23249;9790;448;940;770;2;1365;7194
İZTAŞIT KİRAZ,1374,444,65,21,0,0,9,432;İZTAŞIT KİRAZ;1374;444;65;21;0;0;9;432
Izulas,73705,65030,1466,3828,31,10,5135,49055;Izulas;73705;65030;1466;3828;31;10;5135;49055
Metro,121398,97958,2739,5343,540,3,8072,49339;Metro;121398;97958;2739;5343;540;3;8072;49339
NOSTALJİK TRAMVAY,47,41,0,0,0,0,0,0;NOSTALJİK TRAMVAY;47;41;0;0;0;0;0;0
Seferihisar Mot. Taş. Kooperat,5333,3216,172,276,5,0,357,4190;Seferihisar Mot. Taş. Kooperat;5333;3216;172;276;5;0;357;4190
Teleferik,39,19,0,2,0,0,0,0;Teleferik;39;19;0;2;0;0;0;0
Tramvay Karşıyaka,11531,8335,241,639,23,0,354,6141;Tramvay Karşıyaka;11531;8335;241;639;23;0;354;6141
Tramvay Konak,31899,24829,844,1589,87,1,2169,15044;Tramvay Konak;31899;24829;844;1589;87;1;2169;15044
BİSİM,4,1,0,0,0,0,0,0;BİSİM;4;1;0;0;0;0;0;0
Eshot,273291,173849,2782,12695,273,26,17152,148280;Eshot;273291;173849;2782;12695;273;26;17152;148280
İzban,109207,55910,1663,3223,625,2,3796,36691;İzban;109207;55910;1663;3223;625;2;3796;36691
Izdeniz,22803,10444,432,709,1175,1,474,5489;Izdeniz;22803;10444;432;709;1175;1;474;5489
İZTAŞIT KİRAZ,1037,255,15,16,0,0,12,431;İZTAŞIT KİRAZ;1037;255;15;16;0;0;12;431
Izulas,74239,45651,592,3288,32,7,4284,40559;Izulas;74239;45651;592;3288;32;7;4284;40559
Metro,113251,73811,1702,4219,586,2,4513,37315;Metro;113251;73811;1702;4219;586;2;4513;37315
NOSTALJİK TRAMVAY,133,135,2,3,0,0,2,9;NOSTALJİK TRAMVAY;133;135;2;3;0;0;2;9
Seferihisar Mot. Taş. Kooperat,4823,2863,63,236,4,0,303,2856;Seferihisar Mot. Taş. Kooperat;4823;2863;63;236;4;0;303;2856
Teleferik,118,57,1,3,0,0,0,0;Teleferik;118;57;1;3;0;0;0;0
Tramvay Karşıyaka,11895,8792,250,515,38,0,312,5074;Tramvay Karşıyaka;11895;8792;250;515;38;0;312;5074
Tramvay Konak,27791,19337,552,1071,100,0,1138,10576;Tramvay Konak;27791;19337;552;1071;100;0;1138;10576
BİSİM,1,2,0,0,0,0,0,0;BİSİM;1;2;0;0;0;0;0;0
Eshot,202910,133728,2878,8972,258,16,11663,118076;Eshot;202910;133728;2878;8972;258;16;11663;118076
İzban,83629,42987,1431,2200,512,1,2590,27449;İzban;83629;42987;1431;2200;512;1;2590;27449
Izdeniz,17447,7364,183,357,1151,0,313,3560;Izdeniz;17447;7364;183;357;1151;0;313;3560
İZTAŞIT KİRAZ,576,109,20,13,0,0,5,212;İZTAŞIT KİRAZ;576;109;20;13;0;0;5;212
Izulas,52024,34578,697,2152,32,4,2944,30198;Izulas;52024;34578;697;2152;32;4;2944;30198
Metro,68659,49455,1271,2173,439,3,2403,21759;Metro;68659;49455;1271;2173;439;3;2403;21759
NOSTALJİK TRAMVAY,108,102,2,1,0,0,1,23;NOSTALJİK TRAMVAY;108;102;2;1;0;0;1;23
Seferihisar Mot. Taş. Kooperat,4140,2460,80,160,8,0,188,2617;Seferihisar Mot. Taş. Kooperat;4140;2460;80;160;8;0;188;2617
Teleferik,126,28,6,1,0,0,0,0;Teleferik;126;28;6;1;0;0;0;0
Tramvay Karşıyaka,9198,6280,204,335,44,0,258,3909;Tramvay Karşıyaka;9198;6280;204;335;44;0;258;3909
Tramvay Konak,18669,13760,345,569,66,0,734,6453;Tramvay Konak;18669;13760;345;569;66;0;734;6453
Eshot,334740,300968,7215,17427,293,47,25919,213176;Eshot;334740;300968;7215;17427;293;47;25919;213176
İzban,121215,71112,2799,4524,478,2,5969,48515;İzban;121215;71112;2799;4524;478;2;5969;48515
Izdeniz,20691,7998,356,810,547,0,1271,6498;Izdeniz;20691;7998;356;810;547;0;1271;6498
İZTAŞIT KİRAZ,1324,395,72,20,0,0,25,466;İZTAŞIT KİRAZ;1324;395;72;20;0;0;25;466
Izulas,76159,63574,1488,3882,44,7,5095,50161;Izulas;76159;63574;1488;3882;44;7;5095;50161
Metro,131442,102564,2909,6099,498,2,8962,54755;Metro;131442;102564;2909;6099;498;2;8962;54755
NOSTALJİK TRAMVAY,41,31,0,2,0,0,0,0;NOSTALJİK TRAMVAY;41;31;0;2;0;0;0;0
Seferihisar Mot. Taş. Kooperat,4891,3140,172,292,2,0,359,3967;Seferihisar Mot. Taş. Kooperat;4891;3140;172;292;2;0;359;3967
Teleferik,0,0,0,0,0,0,0,0;Teleferik;0;0;0;0;0;0;0;0
Tramvay Karşıyaka,10435,7085,244,593,24,0,330,5864;Tramvay Karşıyaka;10435;7085;244;593;24;0;330;5864
Tramvay Konak,31146,22002,874,1638,86,0,2151,15267;Tramvay Konak;31146;22002;874;1638;86;0;2151;15267
BİSİM,9,1,0,0,0,0,0,0;BİSİM;9;1;0;0;0;0;0;0
Eshot,335632,294891,7417,17296,293,40,26766,211781;Eshot;335632;294891;7417;17296;293;40;26766;211781
İzban,89946,48023,2271,3046,517,5,6042,48839;İzban;89946;48023;2271;3046;517;5;6042;48839
Izdeniz,21902,8691,350,895,748,0,1345,6719;Izdeniz;21902;8691;350;895;748;0;1345;6719
İZTAŞIT KİRAZ,1386,381,74,19,0,0,22,467;İZTAŞIT KİRAZ;1386;381;74;19;0;0;22;467
Izulas,75808,63989,1505,3969,35,21,5356,50865;Izulas;75808;63989;1505;3969;35;21;5356;50865
Metro,128623,100933,2926,6062,502,9,8893,53978;Metro;128623;100933;2926;6062;502;9;8893;53978
NOSTALJİK TRAMVAY,73,51,0,2,0,0,0,0;NOSTALJİK TRAMVAY;73;51;0;2;0;0;0;0
Seferihisar Mot. Taş. Kooperat,5194,3034,165,246,7,0,365,4139;Seferihisar Mot. Taş. Kooperat;5194;3034;165;246;7;0;365;4139
Teleferik,47,13,0,0,0,0,0,0;Teleferik;47;13;0;0;0;0;0;0
Tramvay Karşıyaka,10860,7468,263,614,33,0,414,5701;Tramvay Karşıyaka;10860;7468;263;614;33;0;414;5701
Tramvay Konak,32494,22462,918,1595,58,1,2225,15116;Tramvay Konak;32494;22462;918;1595;58;1;2225;15116
BİSİM,4,2,0,0,0,0,0,0;BİSİM;4;2;0;0;0;0;0;0
Eshot,343552,297076,7633,18036,268,55,27081,220770;Eshot;343552;297076;7633;18036;268;55;27081;220770
İzban,90462,47775,2281,3016,500,3,6144,49274;İzban;90462;47775;2281;3016;500;3;6144;49274
Izdeniz,24828,10973,449,993,620,1,1370,7667;Izdeniz;24828;10973;449;993;620;1;1370;7667
İZTAŞIT KİRAZ,1343,397,70,18,0,0,21,505;İZTAŞIT KİRAZ;1343;397;70;18;0;0;21;505
Izulas,77019,63461,1535,3980,22,9,5394,52391;Izulas;77019;63461;1535;3980;22;9;5394;52391
Metro,126817,99514,2871,5670,447,3,8798,52707;Metro;126817;99514;2871;5670;447;3;8798;52707
NOSTALJİK TRAMVAY,70,39,2,1,0,0,0,0;NOSTALJİK TRAMVAY;70;39;2;1;0;0;0;0
Seferihisar Mot. Taş. Kooperat,5134,3263,156,278,1,0,341,4154;Seferihisar Mot. Taş. Kooperat;5134;3263;156;278;1;0;341;4154
Teleferik,36,19,1,0,0,0,0,0;Teleferik;36;19;1;0;0;0;0;0
Tramvay Karşıyaka,16370,10568,407,1011,61,0,491,9681;Tramvay Karşıyaka;16370;10568;407;1011;61;0;491;9681
Tramvay Konak,32468,22727,992,1679,73,3,2197,15681;Tramvay Konak;32468;22727;992;1679;73;3;2197;15681
BİSİM,5,1,0,1,0,0,0,0;BİSİM;5;1;0;1;0;0;0;0
Eshot,336607,284748,7384,17508,304,29,26317,213467;Eshot;336607;284748;7384;17508;304;29;26317;213467
İzban,90688,47352,2264,3104,607,2,6121,51026;İzban;90688;47352;2264;3104;607;2;6121;51026
Izdeniz,28767,11950,516,1226,801,0,1614,8620;Izdeniz;28767;11950;516;1226;801;0;1614;8620
İZTAŞIT KİRAZ,1346,410,68,16,0,0,18,484;İZTAŞIT KİRAZ;1346;410;68;16;0;0;18;484
Izulas,76136,61464,1530,3782,21,3,5251,49632;Izulas;76136;61464;1530;3782;21;3;5251;49632
Metro,123497,95829,2895,5647,604,5,8687,52354;Metro;123497;95829;2895;5647;604;5;8687;52354
NOSTALJİK TRAMVAY,57,26,4,1,0,0,0,0;NOSTALJİK TRAMVAY;57;26;4;1;0;0;0;0
Seferihisar Mot. Taş. Kooperat,5150,3139,137,247,2,0,337,3877;Seferihisar Mot. Taş. Kooperat;5150;3139;137;247;2;0;337;3877
Teleferik,60,27,2,0,0,0,0,0;Teleferik;60;27;2;0;0;0;0;0
Tramvay Karşıyaka,11115,7926,314,624,29,0,369,5668;Tramvay Karşıyaka;11115;7926;314;624;29;0;369;5668
Tramvay Konak,32201,22212,977,1640,69,0,2173,15070;Tramvay Konak;32201;22212;977;1640;69;0;2173;15070
BİSİM,3,0,0,0,0,0,0,0;BİSİM;3;0;0;0;0;0;0;0
Eshot,338315,285896,7379,17447,331,30,26073,208813;Eshot;338315;285896;7379;17447;331;30;26073;208813
İzban,86511,47619,2108,2854,573,0,5531,44989;İzban;86511;47619;2108;2854;573;0;5531;44989
Izdeniz,23702,11215,472,926,877,0,1319,6755;Izdeniz;23702;11215;472;926;877;0;1319;6755
İZTAŞIT KİRAZ,1414,425,52,28,0,0,26,425;İZTAŞIT KİRAZ;1414;425;52;28;0;0;26;425
Izulas,75526,60024,1455,3794,30,8,5286,48849;Izulas;75526;60024;1455;3794;30;8;5286;48849
Metro,120026,95147,2884,5413,556,2,8359,49161;Metro;120026;95147;2884;5413;556;2;8359;49161
NOSTALJİK TRAMVAY,82,73,3,0,0,0,0,0;NOSTALJİK TRAMVAY;82;73;3;0;0;0;0;0
Seferihisar Mot. Taş. Kooperat,5259,3108,181,245,2,0,346,4207;Seferihisar Mot. Taş. Kooperat;5259;3108;181;245;2;0;346;4207
Teleferik,0,1,0,0,0,0,0,0;Teleferik;0;1;0;0;0;0;0;0
Tramvay Karşıyaka,10891,8716,220,543,23,0,390,5287;Tramvay Karşıyaka;10891;8716;220;543;23;0;390;5287
Tramvay Konak,32760,23941,988,1590,107,1,2172,15098;Tramvay Konak;32760;23941;988;1590;107;1;2172;15098
BİSİM,2,2,0,0,0,0,0,0;BİSİM;2;2;0;0;0;0;0;0
Eshot,242534,143798,2500,10807,370,14,16437,127511;Eshot;242534;143798;2500;10807;370;14;16437;127511
İzban,69939,32092,1087,1942,717,0,3777,31130;İzban;69939;32092;1087;1942;717;0;3777;31130
Izdeniz,15368,6066,292,408,906,2,271,3406;Izdeniz;15368;6066;292;408;906;2;271;3406
İZTAŞIT KİRAZ,1018,221,11,14,0,0,11,394;İZTAŞIT KİRAZ;1018;221;11;14;0;0;11;394
Izulas,66670,39523,540,2908,31,7,4154,35349;Izulas;66670;39523;540;2908;31;7;4154;35349
Metro,89129,54235,1498,3399,532,3,3506,29115;Metro;89129;54235;1498;3399;532;3;3506;29115
NOSTALJİK TRAMVAY,155,84,1,0,0,0,0,5;NOSTALJİK TRAMVAY;155;84;1;0;0;0;0;5
Seferihisar Mot. Taş. Kooperat,4497,1848,80,166,1,0,257,2589;Seferihisar Mot. Taş. Kooperat;4497;1848;80;166;1;0;257;2589
Tramvay Karşıyaka,8396,5726,153,271,43,0,247,3188;Tramvay Karşıyaka;8396;5726;153;271;43;0;247;3188
Tramvay Konak,22841,14879,589,817,115,5,1129,8423;Tramvay Konak;22841;14879;589;817;115;5;1129;8423
BİSİM,3,1,0,0,0,0,0,0;BİSİM;3;1;0;0;0;0;0;0
Eshot,188760,121848,1758,8365,311,91,11484,112009;Eshot;188760;121848;1758;8365;311;91;11484;112009
İzban,58232,28110,786,1546,699,9,2577,25296;İzban;58232;28110;786;1546;699;9;2577;25296
Izdeniz,15849,6162,207,287,1149,2,264,3180;Izdeniz;15849;6162;207;287;1149;2;264;3180
İZTAŞIT KİRAZ,617,104,10,5,0,0,16,198;İZTAŞIT KİRAZ;617;104;10;5;0;0;16;198
Izulas,48640,31539,348,1968,45,20,3006,28849;Izulas;48640;31539;348;1968;45;20;3006;28849
Metro,73671,47886,975,2373,497,7,3046,23091;Metro;73671;47886;975;2373;497;7;3046;23091
NOSTALJİK TRAMVAY,137,126,6,2,8,0,1,13;NOSTALJİK TRAMVAY;137;126;6;2;8;0;1;13
Seferihisar Mot. Taş. Kooperat,3839,1833,54,157,3,0,193,2556;Seferihisar Mot. Taş. Kooperat;3839;1833;54;157;3;0;193;2556
Tramvay Karşıyaka,8403,5863,163,295,124,0,264,3337;Tramvay Karşıyaka;8403;5863;163;295;124;0;264;3337
Tramvay Konak,16947,11548,275,512,88,3,738,5960;Tramvay Konak;16947;11548;275;512;88;3;738;5960
Eshot,336388,263533,7497,17159,354,243,26215,212257;Eshot;336388;263533;7497;17159;354;243;26215;212257
İzban,90208,45834,2297,2992,780,19,6061,49297;İzban;90208;45834;2297;2992;780;19;6061;49297
Izdeniz,23069,9719,350,822,736,7,1408,6858;Izdeniz;23069;9719;350;822;736;7;1408;6858
İZTAŞIT KİRAZ,1441,381,90,21,0,0,22,496;İZTAŞIT KİRAZ;1441;381;90;21;0;0;22;496
Izulas,76589,58888,1492,3854,40,48,5142,50266;Izulas;76589;58888;1492;3854;40;48;5142;50266
Metro,129718,101032,2879,5740,634,44,8925,54250;Metro;129718;101032;2879;5740;634;44;8925;54250
NOSTALJİK TRAMVAY,79,13,4,0,0,0,0,0;NOSTALJİK TRAMVAY;79;13;4;0;0;0;0;0
Seferihisar Mot. Taş. Kooperat,5258,3002,162,281,1,0,343,4150;Seferihisar Mot. Taş. Kooperat;5258;3002;162;281;1;0;343;4150
Tramvay Karşıyaka,10225,7231,229,580,24,3,320,5240;Tramvay Karşıyaka;10225;7231;229;580;24;3;320;5240
Tramvay Konak,31878,20255,892,1540,112,16,2159,15373;Tramvay Konak;31878;20255;892;1540;112;16;2159;15373
BİSİM,5,0,0,0,0,0,0,0;BİSİM;5;0;0;0;0;0;0;0
Eshot,342162,262024,7732,17487,357,245,26821,211645;Eshot;342162;262024;7732;17487;357;245;26821;211645
İzban,90786,45784,2339,3040,594,19,6079,48765;İzban;90786;45784;2339;3040;594;19;6079;48765
Izdeniz,25182,11154,453,1000,708,6,1487,7210;Izdeniz;25182;11154;453;1000;708;6;1487;7210
İZTAŞIT KİRAZ,1459,321,65,15,0,0,17,496;İZTAŞIT KİRAZ;1459;321;65;15;0;0;17;496
Izulas,77071,56967,1561,3894,25,80,5336,50520;Izulas;77071;56967;1561;3894;25;80;5336;50520
Metro,144519,107335,3175,6548,608,37,9556,57535;Metro;144519;107335;3175;6548;608;37;9556;57535
NOSTALJİK TRAMVAY,55,37,0,1,0,0,0,0;NOSTALJİK TRAMVAY;55;37;0;1;0;0;0;0
Seferihisar Mot. Taş. Kooperat,5210,2949,186,284,1,0,386,4168;Seferihisar Mot. Taş. Kooperat;5210;2949;186;284;1;0;386;4168
Tramvay Karşıyaka,11137,8511,314,596,21,0,478,5796;Tramvay Karşıyaka;11137;8511;314;596;21;0;478;5796
Tramvay Konak,35672,23169,1008,1596,106,15,2349,16170;Tramvay Konak;35672;23169;1008;1596;106;15;2349;16170
Eshot,343111,252457,7654,17762,295,301,26578,215973;Eshot;343111;252457;7654;17762;295;301;26578;215973
İzban,90539,45123,2305,2966,593,24,6140,48589;İzban;90539;45123;2305;2966;593;24;6140;48589
Izdeniz,27264,13092,532,985,756,4,1433,8013;Izdeniz;27264;13092;532;985;756;4;1433;8013
İZTAŞIT KİRAZ,1356,368,67,22,0,0,23,554;İZTAŞIT KİRAZ;1356;368;67;22;0;0;23;554
Izulas,76719,54574,1543,3905,26,84,5247,50633;Izulas;76719;54574;1543;3905;26;84;5247;50633
Metro,128372,98031,3128,5615,534,32,8979,51964;Metro;128372;98031;3128;5615;534;32;8979;51964
NOSTALJİK TRAMVAY,46,47,3,0,0,0,0,0;NOSTALJİK TRAMVAY;46;47;3;0;0;0;0;0
Seferihisar Mot. Taş. Kooperat,5111,2918,160,269,0,0,359,3970;Seferihisar Mot. Taş. Kooperat;5111;2918;160;269;0;0;359;3970
Tramvay Karşıyaka,16605,11368,435,916,42,0,470,9440;Tramvay Karşıyaka;16605;11368;435;916;42;0;470;9440
Tramvay Konak,32648,21634,936,1555,92,14,2264,15307;Tramvay Konak;32648;21634;936;1555;92;14;2264;15307
BİSİM,0,2,0,0,0,0,0,0;BİSİM;0;2;0;0;0;0;0;0
Eshot,339387,231890,7697,17530,305,322,26461,211642;Eshot;339387;231890;7697;17530;305;322;26461;211642
İzban,91132,43764,2317,3044,584,19,6027,50049;İzban;91132;43764;2317;3044;584;19;6027;50049
Izdeniz,24044,10708,492,899,720,7,1370,7056;Izdeniz;24044;10708;492;899;720;7;1370;7056
İZTAŞIT KİRAZ,1331,308,61,22,0,0,26,464;İZTAŞIT KİRAZ;1331;308;61;22;0;0;26;464
Izulas,75401,50415,1491,3805,34,65,5212,48601;Izulas;75401;50415;1491;3805;34;65;5212;48601
Metro,126301,93000,3029,5635,572,42,8853,53144;Metro;126301;93000;3029;5635;572;42;8853;53144
NOSTALJİK TRAMVAY,54,28,0,7,0,0,0,0;NOSTALJİK TRAMVAY;54;28;0;7;0;0;0;0
Seferihisar Mot. Taş. Kooperat,5251,2985,152,308,3,0,362,4147;Seferihisar Mot. Taş. Kooperat;5251;2985;152;308;3;0;362;4147
Teleferik,15,2,0,1,0,0,0,0;Teleferik;15;2;0;1;0;0;0;0
Tramvay Karşıyaka,11050,8099,329,553,33,0,378,5472;Tramvay Karşıyaka;11050;8099;329;553;33;0;378;5472
Tramvay Konak,31704,20094,965,1644,71,19,2132,14759;Tramvay Konak;31704;20094;965;1644;71;19;2132;14759
BİSİM,1,1,0,0,0,0,0,0;BİSİM;1;1;0;0;0;0;0;0
Eshot,332115,316289,6852,17374,325,332,25159,206305;Eshot;332115;316289;6852;17374;325;332;25159;206305
İzban,91082,55102,2184,2972,585,17,5986,47023;İzban;91082;55102;2184;2972;585;17;5986;47023
Izdeniz,23917,14292,490,874,816,4,1292,6669;Izdeniz;23917;14292;490;874;816;4;1292;6669
